,current,reactive_power,real_power,voltage
1452653686.533764,"[3.1831343, 3.1821551, 3.1913407, 3.0845861, 3.1304281, 3.2442076, 3.1589518, 3.1297569, 3.1789231, 3.1746206, 3.1730802, 3.1287792, 3.1200969, 3.1720605, 3.1760943, 3.1562634, 3.1658432, 3.1559429, 3.1502416, 3.1695609, 3.1824374, 3.1411796, 3.120661, 3.1260488, 3.1922133, 3.154815, 3.1589282, 3.1707199, 3.1384237, 3.1551197, 3.1693616, 3.1612883, 3.1498036, 3.1844769, 3.194706, 3.1465054, 3.143101, 3.1755564, 3.1955514, 3.1571708, 3.1686554, 3.1537509, 3.1759634, 3.1532466, 3.181881, 3.1564169, 3.1535037, 3.187619, 3.1396186, 3.1268713, 3.1479464, 3.1444507, 3.1203156, 3.161212, 3.1469502, 3.1368461, 3.1424305, 3.1100125, 3.1450875, 3.1374855, 3.1500895, 3.1500745, 3.0981047, 3.1476357]","[211.8329, 216.85762, 217.18576, 211.49864, 214.25925, 217.84312, 221.93559, 222.53038, 215.01041, 215.16612, 217.16228, 216.13028, 215.53429, 217.08411, 216.06804, 215.82385, 213.95309, 216.80913, 215.8869, 214.76088, 217.64719, 216.12378, 214.93544, 215.78209, 213.01295, 216.32428, 214.04494, 216.65186, 215.82188, 214.93196, 216.4687, 216.8165, 213.06992, 217.57048, 216.89191, 215.08774, 213.8533, 217.34012, 217.33179, 218.13826, 214.13741, 217.11171, 217.31836, 216.03033, 220.44572, 216.25304, 216.24161, 218.02571, 214.11507, 219.3107, 218.89557, 217.43671, 217.32378, 213.75764, 216.93994, 217.70781, 212.23254, 216.59779, 215.80466, 215.98802, 216.13892, 216.5031, 215.45906, 217.28256]","[314.32788, 310.8801, 312.20255, 299.00635, 304.65836, 320.53171, 305.72705, 301.52649, 314.99945, 313.75488, 312.16211, 305.99527, 304.75867, 312.65082, 313.31995, 310.54208, 312.99283, 309.37448, 309.14508, 313.2171, 313.24957, 307.64191, 305.13379, 305.27655, 317.84418, 309.65063, 311.88522, 311.86478, 307.0704, 310.49786, 311.96738, 310.2594, 310.67746, 313.38266, 315.68008, 309.19205, 309.51169, 311.96902, 315.2413, 308.56366, 313.57407, 308.53961, 312.41458, 309.73166, 310.23438, 309.76624, 309.54794, 313.1918, 307.93466, 302.30511, 306.34143, 306.86041, 303.17734, 312.60284, 307.94705, 305.4913, 311.19601, 301.94, 308.45987, 306.80029, 308.80206, 308.51724, 300.96622, 307.70065]","[119.07921, 119.11521, 119.17116, 118.73439, 118.97937, 119.45953, 119.59312, 119.73792, 119.97285, 119.8396, 119.84228, 119.73584, 119.63512, 119.99326, 119.83206, 119.81731, 119.75677, 119.70476, 119.69392, 119.81866, 119.85745, 119.69054, 119.60105, 119.58838, 119.86097, 119.73117, 119.74608, 119.7626, 119.59133, 119.68812, 119.80757, 119.73302, 119.60166, 119.80128, 119.8887, 119.70306, 119.69252, 119.73093, 119.82191, 119.69051, 119.83476, 119.62645, 119.82681, 119.75843, 119.60873, 119.6875, 119.73924, 119.71555, 119.45995, 119.44132, 119.60519, 119.60365, 119.54655, 119.79548, 119.69958, 119.5879, 119.86806, 119.48324, 119.69652, 119.58714, 119.6563, 119.64917, 119.47289, 119.67228]"
1452653685.468224,"[3.1104052, 3.1305413, 3.1554041, 3.1229012, 3.1173608, 3.109628, 3.1725833, 3.1385427, 3.1975493, 3.1694264, 3.1636281, 3.1623845, 3.1601577, 3.1481287, 3.142803, 3.1406977, 3.1379638, 3.1310313, 3.1284184, 3.1532772, 3.1224127, 3.1524289, 3.1892514, 3.0988514, 3.1123459, 3.1442821, 3.1279638, 3.1370695, 3.1462831, 3.1657794, 3.1382542, 3.1787479, 3.1354816, 3.1659672, 3.1365013, 3.1651864, 3.1457441, 3.1546638, 3.1742878, 3.1505737, 3.1130195, 3.1719604, 3.1781757, 3.1708372, 3.151495, 3.1568389, 3.1391706, 3.1642361, 3.1298122, 3.1634943, 3.193177, 3.1560111, 3.1743658, 3.1819503, 3.1296017, 3.1268075, 3.1284316, 3.1454496, 3.1579323, 3.1950753, 3.1534648, 3.169755, 3.1252999, 3.1077261]","[211.00517, 212.76117, 212.95572, 212.02869, 210.33482, 210.41925, 211.48703, 211.45833, 210.12764, 213.51576, 210.38617, 213.134, 210.69734, 211.93181, 211.76675, 212.94131, 209.59354, 210.92833, 212.42152, 211.79837, 209.90332, 213.48485, 214.72456, 212.46744, 210.30385, 214.69656, 211.65086, 211.22911, 214.87274, 213.1917, 210.25183, 214.26082, 210.47778, 212.53719, 212.79684, 212.98453, 214.02864, 213.01425, 212.93307, 211.19666, 209.65109, 212.83644, 213.80653, 213.65923, 214.22507, 213.44867, 211.54066, 215.70882, 211.92422, 213.42978, 214.53531, 214.30945, 215.14151, 215.52986, 214.96944, 213.39499, 209.9687, 214.78246, 214.56836, 213.39064, 214.52029, 214.24336, 214.22066, 211.83795]","[302.42853, 304.74564, 308.20541, 303.56305, 304.60529, 303.05804, 312.2402, 306.858, 317.02835, 310.01355, 311.47205, 309.16559, 310.4101, 307.85074, 307.51706, 306.12393, 307.36041, 306.06775, 304.09097, 308.9758, 305.13074, 307.17822, 312.19073, 299.48163, 303.04172, 304.91809, 305.09143, 306.35345, 305.40265, 309.62988, 307.89044, 311.04572, 306.70004, 310.30478, 305.65594, 309.80075, 306.01602, 308.35837, 311.76279, 308.93137, 304.43372, 311.30609, 311.23898, 310.52173, 306.81168, 308.44958, 306.88931, 307.70908, 305.18759, 310.05045, 314.11737, 308.3288, 310.35056, 311.32852, 303.35968, 304.00137, 307.07632, 306.22174, 308.40616, 315.00607, 307.34875, 310.5036, 303.5166, 302.31729]","[118.55788, 118.72329, 118.72355, 118.56898, 118.74437, 118.64603, 118.86894, 118.73705, 118.9482, 118.76822, 118.80933, 118.74339, 118.71677, 118.72052, 118.80447, 118.7322, 118.55501, 118.71803, 118.57012, 118.79681, 118.61239, 118.66338, 118.80716, 118.49368, 118.51697, 118.60273, 118.70909, 118.61893, 118.68547, 118.74717, 118.80179, 118.8203, 118.63426, 118.79882, 118.74227, 118.77679, 118.71133, 118.80184, 118.93694, 118.77922, 118.73991, 118.88815, 118.81079, 118.87304, 118.73736, 118.82201, 118.7364, 118.76044, 118.71403, 118.98512, 119.12528, 118.97717, 118.9619, 119.00048, 118.80266, 118.78632, 118.90888, 118.91351, 118.9717, 119.083, 118.85643, 119.01348, 118.86884, 118.78432]"
1452653684.40212,"[3.1842778, 3.1342485, 3.0991759, 3.1858301, 3.12833, 3.1052442, 3.1939857, 3.134661, 3.1776431, 3.1685765, 3.117178, 3.1229558, 3.1546559, 3.1523461, 3.180594, 3.1622043, 3.1594775, 3.1227577, 3.130254, 3.1597307, 3.1629493, 3.1451483, 3.1341784, 3.169812, 3.1324301, 3.1707065, 3.102181, 3.1523702, 3.206356, 3.17117, 3.188854, 3.1065102, 3.1918786, 3.1369963, 3.1511073, 3.1496103, 3.1701167, 3.1590889, 3.1168728, 3.1396673, 3.1569679, 3.1703689, 3.2046995, 3.1521966, 3.1757104, 3.1769266, 3.1493077, 3.12414, 3.1695633, 3.1455853, 3.1245081, 3.0951347, 3.1509309, 3.0878713, 3.1428978, 3.1142333, 3.2044182, 3.121346, 3.1175535, 3.169245, 3.108144, 3.0966547, 3.1297877, 3.1663606]","[213.78769, 215.5648, 213.0018, 213.54942, 211.94589, 212.59659, 216.41344, 212.58601, 210.80936, 212.48578, 213.81577, 212.89899, 213.52063, 212.38057, 213.31087, 212.9532, 211.08897, 210.9263, 210.69035, 213.5598, 213.57774, 213.3466, 214.22957, 212.49603, 206.18591, 212.64397, 213.15425, 214.10997, 215.21107, 216.48859, 214.80359, 209.25687, 211.11165, 212.79401, 213.41399, 214.41913, 213.6658, 215.57669, 212.96428, 212.08224, 212.26694, 215.55435, 215.0748, 216.40247, 216.48042, 213.26025, 212.45918, 211.67807, 211.26698, 215.28937, 214.19859, 209.04646, 214.16008, 212.19, 213.80537, 213.94829, 211.90157, 213.84625, 212.43744, 215.66997, 213.83118, 212.11171, 210.9577, 212.882]","[312.73834, 303.77701, 300.31519, 313.51157, 305.30054, 301.17056, 312.4592, 306.01984, 313.85944, 311.65326, 302.00681, 304.10571, 308.53577, 308.90045, 312.41498, 309.97992, 310.46399, 305.41528, 306.98828, 308.94867, 309.67621, 306.8692, 304.65341, 311.60519, 310.45758, 311.81342, 300.36621, 307.66861, 315.94879, 309.15472, 313.54224, 304.0972, 315.84979, 306.34094, 307.9281, 307.21933, 310.91272, 307.70285, 302.9649, 307.44983, 310.00323, 309.62595, 315.3121, 305.82089, 310.09833, 312.66507, 309.11353, 305.29187, 312.58652, 306.39371, 303.59921, 302.48993, 307.48279, 298.30545, 305.9538, 301.53146, 317.19055, 302.2222, 302.73322, 308.66675, 300.38843, 300.047, 305.71683, 310.33932]","[118.96818, 118.84502, 118.8004, 119.06853, 118.80388, 118.71774, 119.0006, 118.86889, 118.98286, 119.04321, 118.70807, 118.869, 118.93968, 118.91671, 118.93745, 118.92989, 118.82609, 118.86022, 118.94674, 118.86319, 118.93474, 118.8323, 118.83026, 118.98611, 118.97736, 119.03307, 118.72717, 118.90652, 119.22628, 119.01521, 119.18542, 118.82753, 119.02297, 118.9023, 118.89583, 118.94981, 119.00286, 118.92832, 118.81339, 118.96252, 119.01029, 118.99846, 119.09979, 118.85101, 119.08709, 119.13079, 119.10134, 118.91207, 119.03379, 119.04572, 118.91649, 118.79816, 118.92152, 118.55247, 118.76191, 118.72039, 119.04205, 118.61153, 118.62951, 118.81329, 118.63139, 118.66034, 118.67823, 118.85462]"
1452653687.600014,"[3.1353347, 3.1251228, 3.1497757, 3.1781378, 3.1261024, 3.185473, 3.1750946, 3.1774862, 3.1081517, 3.1689572, 3.1261623, 3.1789644, 3.197161, 3.1960657, 3.1520593, 3.1212072, 3.0928216, 3.1491063, 3.1454298, 3.1293528, 3.1207068, 3.1317029, 3.1088717, 3.2024789, 3.1327708, 3.1555376, 3.0891852, 3.1514912, 3.156599, 3.1158147, 3.1169577, 3.1524453, 3.1317337, 3.1114495, 3.1270282, 3.130053, 3.1385708, 3.1864727, 3.1332352, 3.1685984, 3.1544771, 3.1772394, 3.1582973, 3.151562, 3.1636515, 3.1484046, 3.161967, 3.1676872, 3.1146672, 3.0951025, 3.1310906, 3.2020082, 3.1261153, 3.1681664, 3.1797616, 3.1802828, 3.1488724, 3.1325366, 3.1649909, 3.1562924, 3.1671834, 3.2044122, 3.1952851, 3.1498821]","[212.59219, 216.79968, 215.48363, 216.98604, 215.25336, 214.91052, 217.22813, 216.84178, 209.95978, 215.98012, 216.77458, 215.87645, 214.65829, 216.89964, 216.02838, 216.03481, 211.86165, 216.36803, 217.27545, 213.85117, 216.97455, 217.19661, 215.34612, 218.27477, 212.24716, 217.37173, 214.47707, 215.85858, 217.85181, 217.96468, 214.89169, 215.49438, 214.29015, 216.89481, 216.35866, 215.34645, 215.24843, 217.84387, 216.52805, 217.80815, 212.0437, 215.61287, 216.53162, 217.50981, 217.56041, 216.19421, 216.94002, 216.36237, 210.60396, 216.52919, 216.38449, 218.45921, 217.29579, 217.42931, 217.7204, 218.33852, 212.1992, 219.61307, 218.93573, 216.70601, 217.63727, 219.77386, 218.78055, 218.81976]","[308.86722, 304.45148, 309.38428, 312.90637, 306.12299, 315.07507, 311.95587, 312.73007, 306.61407, 311.87677, 304.22589, 313.33014, 317.33331, 315.55176, 309.20602, 304.29514, 302.49881, 308.17191, 307.12796, 307.33905, 303.34921, 304.91852, 302.75058, 315.78912, 309.16147, 309.03656, 300.38528, 309.34308, 308.61362, 302.44907, 304.46573, 309.74539, 307.49066, 302.19354, 305.37552, 306.97656, 307.8302, 313.41101, 306.33118, 310.56619, 313.55225, 314.15741, 310.42972, 308.63412, 310.27963, 309.12894, 310.62054, 311.91226, 307.04276, 300.11197, 306.19586, 316.19495, 304.53021, 310.88446, 312.81833, 312.32697, 312.31699, 303.84698, 309.78922, 310.27625, 311.08319, 315.33929, 314.62408, 307.63849]","[119.59144, 119.5969, 119.70068, 119.81227, 119.71017, 119.72811, 119.72478, 119.76537, 119.56037, 119.71152, 119.4937, 119.69231, 119.83037, 119.80598, 119.66645, 119.56411, 119.40921, 119.57156, 119.60622, 119.64743, 119.51118, 119.54062, 119.50522, 119.87078, 119.70433, 119.73493, 119.48, 119.69283, 119.67275, 119.64949, 119.5599, 119.69527, 119.67631, 119.54991, 119.68327, 119.79933, 119.67908, 119.7825, 119.72637, 119.7156, 119.99459, 119.92484, 119.839, 119.80679, 119.78368, 119.81547, 119.82333, 119.83746, 119.54071, 119.56643, 119.74662, 120.02541, 119.67155, 119.74561, 119.86012, 119.82494, 119.91117, 119.68059, 119.85641, 119.90687, 119.87183, 119.94988, 119.93119, 119.85302]"
1452653688.665719,"[3.1520288, 3.1077924, 3.1182251, 3.1484687, 3.1638572, 3.155565, 3.1644094, 3.151437, 3.1320093, 3.1342866, 3.2064657, 3.1783042, 3.1583378, 3.1228852, 3.1342738, 3.1623762, 3.1305854, 3.134949, 3.1904871, 3.1455646, 3.1101117, 3.1456733, 3.1845396, 3.1762862, 3.1779354, 3.1509068, 3.1049747, 3.1190002, 3.1683209, 3.1105087, 3.1237099, 3.1743941, 3.142, 3.1732399, 3.1872034, 3.1626763, 3.1272328, 3.1305919, 3.1335785, 3.2243505, 3.1441648, 3.1982615, 3.1540143, 3.1848943, 3.1265879, 3.1735537, 3.1693015, 3.13185, 3.1369085, 3.1752524, 3.1639988, 3.1726317, 3.1773949, 3.1376164, 3.2058356, 3.1257722, 3.1364374, 3.1702373, 3.1668594, 3.1239443, 3.1558146, 3.1327012, 3.1599431, 3.2091944]","[214.00658, 215.78014, 216.46021, 218.57365, 216.52884, 217.76907, 216.90575, 217.5614, 213.2415, 218.24873, 218.59172, 217.51044, 215.72969, 215.27457, 215.89259, 218.06238, 211.5007, 215.14247, 216.91147, 215.50639, 215.52763, 215.05954, 218.23093, 216.56793, 211.15944, 217.66193, 216.18503, 214.00978, 216.15671, 215.95726, 217.14934, 217.49481, 212.44093, 216.37958, 217.92648, 217.15219, 215.09068, 216.4968, 216.65239, 217.76541, 210.53093, 215.78214, 216.83289, 216.93643, 217.89014, 218.49747, 216.20392, 216.67938, 213.50824, 216.13052, 217.70978, 217.72499, 219.28085, 217.64362, 217.63666, 217.68188, 212.02812, 217.98058, 217.81093, 217.43448, 218.04929, 217.33588, 217.0065, 218.02364]","[311.08328, 303.00156, 304.44763, 307.18011, 311.70126, 308.78482, 311.46677, 308.73273, 309.33093, 305.39423, 317.1651, 313.41006, 311.24875, 305.70822, 307.23712, 309.80988, 309.48019, 307.63882, 315.2402, 309.3085, 303.15018, 309.35184, 313.24179, 312.9541, 316.92206, 308.18903, 301.59973, 305.70432, 312.00912, 302.9502, 303.91669, 311.76364, 310.50507, 312.5929, 313.53952, 310.81775, 305.74655, 305.51309, 305.63013, 319.09085, 312.0213, 316.64874, 308.6394, 313.57156, 303.68204, 310.89743, 311.64471, 305.54892, 308.12573, 312.62076, 309.64551, 311.36627, 310.87457, 305.58789, 316.71521, 303.80331, 309.94894, 311.22186, 310.29437, 303.76248, 308.13367, 304.97672, 309.41452, 316.38672]","[119.7916, 119.6935, 119.79733, 119.74288, 119.95776, 119.74118, 119.944, 119.84655, 119.95795, 119.76059, 120.13106, 120.03026, 119.90543, 119.72879, 119.80618, 119.80168, 119.73714, 119.74794, 119.9371, 119.8453, 119.5961, 119.77131, 119.88101, 119.81951, 119.83418, 119.7441, 119.51057, 119.64388, 119.80164, 119.60857, 119.57662, 119.74956, 119.74032, 119.80715, 119.80294, 119.88599, 119.53851, 119.6084, 119.55358, 119.81232, 119.71535, 119.80943, 119.5915, 119.72092, 119.54346, 119.7389, 119.67857, 119.60339, 119.50289, 119.69381, 119.63363, 119.75494, 119.73021, 119.57173, 119.87017, 119.56737, 119.73202, 119.85429, 119.71158, 119.58059, 119.61442, 119.54345, 119.59945, 119.72874]"
1452653689.731397,"[3.0939713, 3.1544464, 3.1867459, 3.1318812, 3.1551912, 3.1664076, 3.1755269, 3.1664567, 3.1278868, 3.1159258, 3.1449916, 3.2385809, 3.1730528, 3.1531348, 3.1691687, 3.1063232, 3.118674, 3.1274307, 3.199785, 3.1719978, 3.1102998, 3.1142867, 3.1578808, 3.155875, 3.094358, 3.1696625, 3.1411469, 3.175468, 3.1393712, 3.1704526, 3.1379936, 3.1937332, 3.1497037, 3.1540742, 3.1457746, 3.1437569, 3.1398921, 3.1589634, 3.1476791, 3.1330497, 3.1437714, 3.1557031, 3.1525364, 3.1475165, 3.1573524, 3.1192341, 3.1475492, 3.1771863, 3.1780038, 3.1765218, 3.1505921, 3.1804383, 3.1476436, 3.1567011, 3.15889, 3.1441915, 3.1628876, 3.1542127, 3.1450217, 3.2018046, 3.1282411, 3.1552565, 3.1489301, 3.1598482]","[211.27618, 218.70937, 217.71426, 215.46556, 216.30135, 217.0956, 214.62532, 215.85243, 212.09651, 215.9975, 216.97578, 218.33005, 216.95206, 218.24059, 217.37485, 215.22792, 209.8284, 216.17552, 217.82332, 216.08189, 216.35001, 215.45985, 216.45178, 214.91653, 213.10233, 216.05284, 216.53165, 216.2845, 217.81761, 216.06412, 216.91801, 217.88219, 210.53093, 217.30583, 217.05627, 216.83514, 215.96532, 217.66862, 216.13802, 216.25006, 212.09563, 216.74455, 217.00719, 214.42691, 216.95857, 215.54164, 217.24814, 217.75662, 214.97432, 217.35486, 218.6171, 218.61499, 217.15331, 218.09489, 217.81573, 216.5825, 213.39922, 219.39571, 219.04359, 222.293, 218.2224, 220.95427, 217.21603, 218.63148]","[302.76501, 307.60443, 313.49445, 306.31729, 309.23727, 310.69617, 314.08157, 311.30447, 308.07755, 303.41672, 307.29379, 321.29013, 311.87845, 308.02286, 311.09515, 302.59082, 308.12726, 305.20935, 315.5705, 312.61523, 302.41351, 303.64313, 310.28723, 310.97177, 302.50229, 312.19592, 307.32831, 313.00494, 306.11179, 312.48224, 306.81024, 314.99313, 313.27744, 309.79517, 308.72952, 308.10352, 308.50171, 310.29028, 309.39471, 306.87112, 311.92422, 310.6066, 309.31995, 310.9328, 310.6553, 305.40942, 308.53094, 313.00403, 315.03546, 313.01395, 308.05524, 312.6431, 308.71609, 309.29996, 309.83786, 308.2934, 314.07019, 307.74762, 306.71274, 313.194, 304.72531, 307.08414, 308.63077, 309.38962]","[119.32693, 119.65052, 119.77052, 119.57901, 119.60535, 119.703, 119.79408, 119.63454, 119.57839, 119.53006, 119.61095, 119.94528, 119.73209, 119.72245, 119.75238, 119.5393, 119.53391, 119.59066, 119.83529, 119.80647, 119.54956, 119.55222, 119.80333, 119.7802, 119.5813, 119.78073, 119.68484, 119.81279, 119.67299, 119.82717, 119.74123, 119.92412, 119.83562, 119.9753, 119.96902, 119.84267, 119.93483, 119.98387, 119.90206, 119.8231, 119.98389, 120.02209, 119.85601, 119.99972, 120.01084, 119.83997, 119.88486, 120.01176, 120.01052, 119.96724, 119.89658, 119.95036, 119.91203, 119.89094, 119.89621, 119.82929, 120.05154, 119.82256, 119.83985, 119.95216, 119.81322, 119.89959, 119.85233, 119.89264]"
1452653690.797498,"[3.1196444, 3.1445386, 3.1316018, 3.1762762, 3.1270747, 3.1262574, 3.1605957, 3.1674223, 3.1329496, 3.1573501, 3.1357722, 3.1489344, 3.1660829, 3.1686409, 3.1445506, 3.1331193, 3.0960083, 3.1254778, 3.1887631, 3.1290929, 3.1709085, 3.1439297, 3.1349566, 3.1766293, 3.1377447, 3.1690218, 3.1642427, 3.1334951, 3.1640251, 3.130645, 3.1248498, 3.199863, 3.1478143, 3.1419184, 3.1945698, 3.1359656, 3.149771, 3.1311243, 3.1514568, 3.1160507, 3.1043322, 3.1798842, 3.169802, 3.1101499, 3.1750124, 3.1763358, 3.1362205, 3.1757035, 3.1361241, 3.1343384, 3.1741235, 3.2015114, 3.1022584, 3.169327, 3.1889215, 3.1669455, 3.1171446, 3.1174476, 3.1407247, 3.1258013, 3.1409032, 3.1390636, 3.1821244, 3.1370583]","[213.25014, 217.77025, 216.03641, 219.69485, 217.58069, 216.8212, 218.97382, 217.71832, 212.63614, 217.06531, 216.53268, 216.11942, 217.09088, 217.1312, 216.76196, 216.34196, 209.70502, 216.36533, 216.94171, 216.59622, 216.82101, 217.40427, 211.93492, 217.00679, 210.34811, 215.45427, 216.20473, 217.14613, 220.84081, 215.88371, 216.63887, 217.36273, 212.70952, 216.12569, 218.53218, 217.68921, 216.90782, 216.08524, 217.93959, 215.65262, 213.56876, 217.98122, 217.12843, 216.85635, 217.41837, 216.85881, 219.30292, 215.98526, 213.33664, 216.78476, 218.11737, 218.16953, 217.0663, 217.74686, 219.2664, 216.69453, 211.37733, 217.20004, 216.68478, 214.98135, 219.4111, 217.37874, 219.82779, 217.37891]","[306.599, 307.24075, 306.75089, 311.2103, 305.14542, 305.1152, 309.05377, 311.30231, 309.66782, 310.41507, 306.84158, 309.43518, 311.27887, 311.71069, 307.87125, 306.53998, 305.30374, 305.05746, 314.686, 305.5239, 312.06534, 307.20071, 309.49271, 312.6312, 311.67383, 312.97388, 311.59033, 305.59341, 307.04407, 305.91666, 304.21008, 316.05713, 310.76102, 307.63705, 313.79883, 305.41556, 308.31671, 306.2041, 307.72592, 304.03516, 303.98349, 312.28384, 311.61261, 302.29468, 312.48535, 312.71829, 304.61053, 313.55264, 308.96835, 306.62445, 311.92288, 316.23819, 301.03641, 311.03189, 313.22183, 311.76685, 307.86905, 302.84097, 307.56458, 306.51608, 305.47446, 306.49667, 311.74591, 306.25479]","[119.71502, 119.76033, 119.80782, 119.93388, 119.84792, 119.73048, 119.8401, 119.93414, 119.90102, 119.96793, 119.76331, 119.86141, 119.86534, 119.88766, 119.73862, 119.75097, 119.63374, 119.66086, 119.86419, 119.68688, 119.83787, 119.70585, 119.65169, 119.80171, 119.83591, 119.89968, 119.85592, 119.6384, 119.53609, 119.59855, 119.51457, 119.87594, 119.63443, 119.66147, 119.7016, 119.59836, 119.68248, 119.69235, 119.65411, 119.62294, 119.67378, 119.7645, 119.81786, 119.61908, 119.89899, 119.80876, 119.67961, 119.89235, 119.72262, 119.80791, 119.9132, 120.00375, 119.6336, 119.79732, 119.89707, 119.88763, 119.80465, 119.54572, 119.7905, 119.7746, 119.7446, 119.7037, 119.87508, 119.71737]"
1452653691.863287,"[3.1336291, 3.1630745, 3.1183496, 3.1445649, 3.1418614, 3.1729128, 3.1436324, 3.1515596, 3.1009712, 3.1850333, 3.1186683, 3.1891074, 3.1456676, 3.1700418, 3.16559, 3.2057893, 3.1306944, 3.1555998, 3.1456459, 3.1539371, 3.1297038, 3.1554472, 3.1783791, 3.1360166, 3.0823033, 3.1896112, 3.2018404, 3.1524289, 3.1663318, 3.1339638, 3.1716175, 3.1333458, 3.1278803, 3.1284068, 3.1599736, 3.1398866, 3.142345, 3.1109149, 3.2099235, 3.1416702, 3.1530859, 3.1475954, 3.1619833, 3.1029959, 3.1772652, 3.1790428, 3.2074811, 3.1409097, 3.1025238, 3.1734827, 3.1605756, 3.1449254, 3.1755621, 3.1383197, 3.1516855, 3.1589444, 3.1106672, 3.1669123, 3.1558018, 3.1737032, 3.169477, 3.1889961, 3.1958034, 3.1298239]","[214.14676, 215.02176, 217.67493, 217.84178, 218.64754, 216.72862, 215.4682, 218.48244, 210.62418, 220.13196, 216.96835, 218.364, 217.19736, 218.81967, 217.67088, 217.64162, 213.99658, 217.16724, 215.69086, 219.35164, 215.66925, 215.284, 214.48923, 215.80675, 206.3546, 219.8958, 217.23233, 216.33881, 218.30315, 215.9635, 216.35014, 216.6893, 213.08835, 216.32898, 217.35101, 215.85782, 216.40677, 215.51871, 216.63289, 216.20351, 212.85541, 217.82339, 218.22478, 217.09909, 215.93285, 216.89015, 220.4635, 217.23737, 214.59694, 216.30031, 216.35974, 218.17548, 217.43663, 217.86838, 217.0762, 218.34059, 212.91501, 217.64427, 218.10239, 218.30412, 218.14879, 219.04903, 221.84717, 215.51956]","[307.82831, 311.69101, 303.22229, 307.06238, 306.18823, 312.07181, 308.38916, 307.29843, 305.20178, 311.69669, 303.32419, 313.62863, 307.77884, 309.9079, 310.16858, 317.07654, 306.9837, 308.97714, 308.65356, 307.30954, 306.18097, 310.1413, 314.72195, 306.80054, 305.97809, 312.95859, 316.6601, 309.75183, 310.22714, 306.89447, 312.48495, 306.41525, 307.58932, 305.80814, 309.77872, 307.83841, 307.83957, 303.69971, 318.37466, 307.86728, 312.17804, 307.72708, 309.71783, 300.88535, 314.04413, 312.9845, 315.01709, 306.75366, 302.06094, 312.84073, 310.81747, 306.95575, 313.17157, 306.19324, 308.77856, 309.07104, 305.58209, 311.40524, 308.92828, 311.76334, 311.31116, 314.18744, 312.85092, 306.82578]","[119.66619, 119.71358, 119.69926, 119.72621, 119.75127, 119.74722, 119.67216, 119.63926, 119.58328, 119.80804, 119.58163, 119.8327, 119.75185, 119.6749, 119.70164, 119.96568, 119.52956, 119.67989, 119.70501, 119.71185, 119.66405, 119.64639, 119.82887, 119.60996, 119.73492, 119.91688, 119.93407, 119.85075, 119.80354, 119.7416, 119.83518, 119.77377, 119.6304, 119.73792, 119.75526, 119.74239, 119.74939, 119.70757, 119.96775, 119.74512, 119.8316, 119.77987, 119.82233, 119.57187, 119.95149, 119.78118, 119.87586, 119.67408, 119.42865, 119.84801, 119.82218, 119.74628, 120.05895, 119.74361, 119.76038, 119.79144, 119.73066, 119.9667, 119.83023, 119.92164, 119.93657, 120.10345, 120.00912, 119.80045]"
